,Date,Address,New_price,Old_price,Change(€),Change(%),Page,County,Province
3410,2022-05-10," 34 Portside,Rosslare Harbour,Co. Wexford,Y35 XC93 ",229000,245000,-16000,-6.53,248,Wexford,Leinster
3411,2022-05-10," Woodside,Kilmallock,Ballymurn,Co. Wexford,Y21 W681 ",399000,450000,-51000,-11.33,248,Wexford,Leinster
3413,2022-05-09," Woodbrook House, Main Street, Abbeyleix, Laois ",450000,379000,71000,18.73,248,Laois,Leinster
3414,2022-05-09," Gorteengrone,Carlow,R93 A6X0 ",495000,465000,30000,6.45,248,Carlow,Leinster
3415,2022-05-09," Butlersgift,Drimoleague,Co. Cork,P47FD82 ",195000,369000,-174000,-47.15,248,Cork,Munster
3417,2022-05-09," 10 Colthurst Mews, Lucan, Co. Dublin ",440000,430000,10000,2.33,248,Dublin,Leinster
3418,2022-05-09," 10 The Jetty Market Point, Mullingar, Westmeath ",165000,155000,10000,6.45,248,Westmeath,Leinster
3419,2022-05-09," 131 Herberton Road, Rialto, Dublin 8 ",545000,450000,95000,21.11,248,Dublin 8,Leinster
3420,2022-05-09," 96 Castlegate, Portarlington, Laois ",269000,275000,-6000,-2.18,248,Laois,Leinster
3423,2022-05-09," Ballybranigan, Kinvara, Galway ",55000,75000,-20000,-26.67,249,Galway,Connaught
3425,2022-05-09," 40 Paírc na Fána, Union Hall, West Cork, Cork ",350000,320000,30000,9.38,249,Cork,Munster
3426,2022-05-09," Fringerstown, Castletown, Meath ",310000,340000,-30000,-8.82,249,Meath,Leinster
3427,2022-05-09," 40 Pairc Na Fana, Union Hall,   West Cork ",350000,325000,25000,7.69,249,Cork,Munster
3428,2022-05-08," Cavan Lodge, Ballinrobe, Mayo ",175000,195000,-20000,-10.26,249,Mayo,Connaught
3429,2022-05-07," Take Away & Apartment,Main Street,Camolin,Gorey,Co. Wexford ",250000,300000,-50000,-16.67,249,Wexford,Leinster
3430,2022-05-07," 4 Jamestown Square, Inchicore, Dublin 8 ",330000,295000,35000,11.86,249,Dublin 8,Leinster
3431,2022-05-06," Glen View,Glandart,Bantry,Co. Cork,P75 YH04 ",395000,415000,-20000,-4.82,249,Cork,Munster
3432,2022-05-06," Ardbraccan Village, Navan, Co. Meath, Navan, Meath ",335000,355000,-20000,-5.63,249,Meath,Leinster
3433,2022-05-06," 50 Ard Na Slaine,Newtown Road,Wexford Town ",450000,475000,-25000,-5.26,249,Wexford,Leinster
3434,2022-05-06," 48 Ard Na Slaine,Newtown Road,Wexford Town ",450000,475000,-25000,-5.26,249,Wexford,Leinster
3436,2022-05-06," Bank House,The Harbour,Kilcock,Co Kildare,W23 R682 ",850000,600000,250000,41.67,250,Kildare,Leinster
3438,2022-05-06," 66 Alderpark Court, Tallaght, Dublin 24 ",215000,229950,-14950,-6.5,250,Dublin 24,Leinster
3439,2022-05-06," 148 Grange Lodge Avenue, Clongriffin, Dublin 13 ",385000,395000,-10000,-2.53,250,Dublin 13,Leinster
3441,2022-05-06," Wardenstown, Killucan, Westmeath ",295000,325000,-30000,-9.23,250,Westmeath,Leinster
3442,2022-05-06," Apt. 27 The Locks, Charlotte Quay, Grand Canal Dk, Dublin 4 ",645000,675000,-30000,-4.44,250,Dublin 4,Leinster
3443,2022-05-06," 11 The Woodlands,Mount Falcon,Ballina,Co Mayo,F26 N6C8 ",290000,310000,-20000,-6.45,250,Mayo,Connaught
3444,2022-05-06," 15 Halliday Square , Stoneybatter, Dublin 7 ",495000,485000,10000,2.06,250,Dublin 7,Leinster
3445,2022-05-06," Cornarone, Inverin, Co. Galway ",440000,470000,-30000,-6.38,250,Galway,Connaught
3446,2022-05-06," 1A Pairc Cluain, Mulgannon, Wexford Town, Wexford ",215000,225000,-10000,-4.44,250,Wexford,Leinster
3447,2022-05-06," 123 Collins Avenue East, Killester, Dublin 5 ",395000,365000,30000,8.22,250,Dublin 5,Leinster
3449,2022-05-06," 14 Laoi na Mara, Dunmore East, Co. Waterford ",135000,145000,-10000,-6.9,250,Waterford,Munster
3450,2022-05-06," 24 Faulkners Terrace, Kilmainham, Dublin 8 ",360000,325000,35000,10.77,251,Dublin 8,Leinster
3452,2022-05-05," 26 Ravenswell, Rush, Dublin ",380000,350000,30000,8.57,251,Dublin,Leinster
3453,2022-05-05," 186 The Park, Alderbrook, Ashbourne, Meath ",575000,625000,-50000,-8.0,251,Meath,Leinster
3454,2022-05-05," 8B Moyacomb, Clonegal, Co. Carlow ",195000,199000,-4000,-2.01,251,Carlow,Leinster
3456,2022-05-05," Apt 115 Seamount Apts, Booterstown, County Dublin ",295000,315000,-20000,-6.35,251,Dublin,Leinster
3457,2022-05-05," 17 St Andrews Wood, Lucan, Dublin ",435000,425000,10000,2.35,251,Dublin,Leinster
3458,2022-05-05," 12 Westbrook Drive,Balbriggan,Co Dublin,K32 YN47 ",325000,315000,10000,3.17,251,Dublin,Leinster
3459,2022-05-05," Raheen,Beech Road,Arklow,Co. Wicklow,Y14PH00 ",650000,725000,-75000,-10.34,251,Wicklow,Leinster
3460,2022-05-05," 2 Knocklaun , Ballyhooly Road, St. Lukes, Cork City, Cork ",510000,460000,50000,10.87,251,Cork,Munster
3461,2022-05-05," Apt 314 Abbey River Court ,Sheep Street, City Centre (Limerick),   Limerick City ",160000,145000,15000,10.34,251,Limerick,Munster
3462,2022-05-05," 66 Rathbraughan Park, Sligo City, Sligo ",120000,115000,5000,4.35,251,Sligo,Connaught
3463,2022-05-05," 89 Tyrconnell Rd, Inchicore, Dublin 8 ",435000,395000,40000,10.13,252,Dublin 8,Leinster
3464,2022-05-05," 30 Dooleys Terrace , Athy, Kildare ",135000,130000,5000,3.85,252,Kildare,Leinster
3465,2022-05-05," Woodroofe, Clonmel, Tipperary ",350000,390000,-40000,-10.26,252,Tipperary,Munster
3466,2022-05-05," 130 Butterfield Park, Rathfarnham, Dublin 14 ",595000,695000,-100000,-14.39,252,Dublin 14,Leinster
3467,2022-05-05," 34 Slieve Bloom Heights, Rathdowney, Laois ",240000,210000,30000,14.29,252,Laois,Leinster
3468,2022-05-05," 4 Cluain Aoibheann,Shannon,Co Clare,V14 YH67 ",250000,240000,10000,4.17,252,Clare,Munster
3469,2022-05-04," Apartment 3, Lower Waterford Road, Carrick Beg, Carrick on Suir, Carrick-on-Suir, Co. Tipperary ",100000,105000,-5000,-4.76,252,Tipperary,Munster
3471,2022-05-04," Rath,Danesfort,Co Kilkenny,R95 FV07 ",325000,295000,30000,10.17,252,Kilkenny,Leinster
3472,2022-05-04," 2 Irwin Court, Kilmainham, Dublin 8 ",520000,445000,75000,16.85,252,Dublin 8,Leinster
3473,2022-05-04," Cloverhill, Co. Roscommon ",85000,100000,-15000,-15.0,252,Roscommon,Connaught
3474,2022-05-04," Block 3, The Watermill, Watermill Road, Raheny, Dublin 5, Raheny, Dublin 5 ",310000,325000,-15000,-4.62,252,Dublin 5,Leinster
3475,2022-05-04," 29 Verbena Ave, Sutton, Dublin 13 ",489950,495950,-6000,-1.21,253,Dublin 13,Leinster
3476,2022-05-04," 5 Waterville, Athlone West, Roscommon ",320000,330000,-10000,-3.03,253,Roscommon,Connaught
3477,2022-05-04," 21 Ounavarra, Gorey, Wexford ",175000,185000,-10000,-5.41,253,Wexford,Leinster
3480,2022-05-04," 5 Templeview Park, Clarehall, Dublin ",375000,395000,-20000,-5.06,253,Dublin,Leinster
3481,2022-05-04," Carrigfadda House, Reenascreena, Clonakilty , Clonakilty, West Cork ",390000,400000,-10000,-2.5,253,Cork,Munster
3482,2022-05-04," Annaghkeen, Headford, Galway ",35000,37500,-2500,-6.67,253,Galway,Connaught
3484,2022-05-04," Gardenfield, Hollymount, Mayo ",32500,30000,2500,8.33,253,Mayo,Connaught
3485,2022-05-04," Brackloon, Shrule, Mayo ",30000,25000,5000,20.0,253,Mayo,Connaught
3486,2022-05-04," 1 31 St James Walk, Rialto, Dublin ",320000,275000,45000,16.36,253,Dublin,Leinster
3487,2022-05-04," 8 St John's Cottages, Kilmainham, Dublin 8 ",540000,450000,90000,20.0,253,Dublin 8,Leinster
3488,2022-05-04," Yew Tree House,Commons North,Suncroft,The Curragh,Co. Kildare ",450000,385000,65000,16.88,254,Kildare,Leinster
3489,2022-05-03," 28 Mount Rochford Avenue,Balbriggan,Co. Dublin,K32 AK59 ",335000,295000,40000,13.56,254,Dublin,Leinster
3490,2022-05-03," 11 Ard Bhearu,Cois Bhearu,Athy,Co. Kildare,R14 K821 ",285000,295000,-10000,-3.39,254,Kildare,Leinster
3493,2022-05-03," 7 Fieldstone, Tramore, Waterford ",465000,475000,-10000,-2.11,254,Waterford,Munster
3494,2022-05-03," 7 Cul Na Coille,Tulla Road,Ennis,Co Clare,V95 PFK2 ",475000,395000,80000,20.25,254,Clare,Munster
3495,2022-05-03," Faha Demesne, Patrickswell, Limerick ",65000,48000,17000,35.42,254,Limerick,Munster
3496,2022-05-03," 11 Lower Rutland Street, North City Centre, Dublin ",170000,195000,-25000,-12.82,254,Dublin,Leinster
3499,2022-05-03," 120 Monread Heights, Naas, Kildare ",360000,375000,-15000,-4.0,254,Kildare,Leinster
3500,2022-04-30," The Oval, Eyeries Village, Eyeries, West Cork ",275000,215000,60000,27.91,255,Cork,Munster
3501,2022-04-30," 13, Rosmeen Court, Lower Salthill, Salthill, Galway City, H91TN36 ",278000,267500,10500,3.93,255,Galway,Connaught
3502,2022-04-30," 28 Nash Street, Inchicore, Dublin 8 ",300000,265000,35000,13.21,255,Dublin 8,Leinster
3504,2022-04-30," Trinity House,Priory St.,New Ross,Co. Wexford ",160000,195000,-35000,-17.95,255,Wexford,Leinster
3505,2022-04-29," O'Neill Car Sales,Cahir Road,Cashel,Co Tipperary,E25XP76 ",350000,395000,-45000,-11.39,255,Tipperary,Munster
3507,2022-04-29," Breanamore, Loughlynn, Loughglynn, Co. Roscommon ",145000,120000,25000,20.83,255,Roscommon,Connaught
3509,2022-04-29," 27 Glenrichards Cove,Poulshone,Co. Wexford,Y25 T208 ",185000,195000,-10000,-5.13,256,Wexford,Leinster
3510,2022-04-29," Sheil Avenue, Bundoran, Donegal ",285000,240000,45000,18.75,256,Donegal,Ulster
3511,2022-04-29," 110 Fassaugh Road, Cabra, Dublin 7 ",410000,420000,-10000,-2.38,256,Dublin 7,Leinster
3513,2022-04-29," 49 Inchicore Rd, Kilmainham, Dublin 8 ",480000,395000,85000,21.52,256,Dublin 8,Leinster
3514,2022-04-29," 173 Millbrook, Johnstown, Navan, Co. Meath, Johnstown, Meath ",257500,255000,2500,0.98,256,Meath,Leinster
3515,2022-04-29," Mulhussey, Maynooth, Maynooth, Kildare ",695000,725000,-30000,-4.14,256,Kildare,Leinster
3516,2022-04-29," REDUCED RESERVE! - Service Station/Forecourt/Retail Unit/Residence, Templeglantine, Limerick ",350000,375000,-25000,-6.67,256,Limerick,Munster
3517,2022-04-29," No. 25 Rockvale , Castlebar, Mayo ",190000,152500,37500,24.59,256,Mayo,Connaught
3519,2022-04-28," Waterford Crystal Centre,Ballinaneeshagh,Cork Road,Waterford ",950000,1300000,-350000,-26.92,256,Cork,Munster
3520,2022-04-28," Leamonaghan,Ballycumber,Co Offaly,R35EA22 ",230000,240000,-10000,-4.17,257,Offaly,Leinster
3521,2022-04-28," 21 Wingfield, Enniskerry Road, Stepaside, Dublin 18 ",335000,350000,-15000,-4.29,257,Dublin 18,Leinster
3522,2022-04-28," 30 Ashthorn Avenue, Headford, Galway ",275000,265000,10000,3.77,257,Galway,Connaught
3523,2022-04-28," 4 Beechdale, Dunboyne, Meath ",475000,440000,35000,7.95,257,Meath,Leinster
3524,2022-04-28," 5, Ashmore, Pembroke Woods, Passage West, Cork ",335000,360000,-25000,-6.94,257,Cork,Munster
3527,2022-04-28," Riverwalk House, Oughterard, Co. Galway ",595000,650000,-55000,-8.46,257,Galway,Connaught
3530,2022-04-28," Cloonbard, Ballinagare, Roscommon ",22000,15000,7000,46.67,257,Roscommon,Connaught
3531,2022-04-28," 2 Westbury Heights, Ballincollig, Cork ",395000,420000,-25000,-5.95,258,Cork,Munster
3533,2022-04-27," Lime Avenue,Kilnamoragh South,Donadea,Co Kildare ",200000,250000,-50000,-20.0,258,Kildare,Leinster
3534,2022-04-27," 127 Childers Heights , Ballina, Mayo ",185000,180000,5000,2.78,258,Mayo,Connaught
3536,2022-04-27," 14 Seaview Avenue North, Clontarf, Dublin 3 ",610000,595000,15000,2.52,258,Dublin 3,Leinster
3537,2022-04-27," Apt 105 Longboat Quay North, Grand Canal Dk, Dublin 2, D02KX70 ",590000,560000,30000,5.36,258,Dublin 2,Leinster
3538,2022-04-27," Cloontowart, Lisacul, Castlerea, Roscommon ",152000,130000,22000,16.92,258,Roscommon,Connaught
3539,2022-04-27," 106 Cubes 1, Beacon South Quarter, Sandyford, Dublin 18 ",390000,375000,15000,4.0,259,Dublin 18,Leinster
3540,2022-04-27," ""Meadowview"" 1 Grange End, Dunshaughlin, Meath ",795000,875000,-80000,-9.14,259,Meath,Leinster
3541,2022-04-27," 20 Linenhall Street, Smithfield, Dublin 7 ",385000,325000,60000,18.46,259,Dublin 7,Leinster
3542,2022-04-27," 37 Meadowbrook Park, Baldoyle, Dublin 13 ",450000,395000,55000,13.92,259,Dublin 13,Leinster
3543,2022-04-27," 18 O'Mahoney Avenue, Bandon,   West Cork ",150000,140000,10000,7.14,259,Cork,Munster
3544,2022-04-27," Riverwalk House,Riverside,Oughterard,Co Galway,H91 YX90 ",595000,650000,-55000,-8.46,259,Galway,Connaught
3545,2022-04-27," Chancery, Turlough , Castlebar, Mayo ",210000,215000,-5000,-2.33,259,Mayo,Connaught
3546,2022-04-27," 6 Malachi Road, Stoneybatter, Dublin 7 ",325000,355000,-30000,-8.45,259,Dublin 7,Leinster
3547,2022-04-27," Masreagh,Skreen,Co. Sligo,F91CF99 ",179000,170000,9000,5.29,260,Sligo,Connaught
3548,2022-04-26," Kingsview,Boscabell,Cashel,Co. Tipperary,E25PK38 ",575000,495000,80000,16.16,260,Tipperary,Munster
3551,2022-04-26," 33 Kells Road, Crumlin, Dublin 12 ",350000,365000,-15000,-4.11,260,Dublin 12,Leinster
3555,2022-04-26," Derryinver, Letterfrack, Galway ",399000,450000,-51000,-11.33,260,Galway,Connaught
3556,2022-04-26," 19 Limekiln Wood,Dublin Road,Navan,Co Meath,C15 WR2R ",320000,295000,25000,8.47,261,Meath,Leinster
3558,2022-04-25," Ballygeary, Rosslare, Co. Wexford ",1000000,750000,250000,33.33,261,Wexford,Leinster
3559,2022-04-25," 18, Golf links Road, Skerries, County Dublin, K34HD28 ",520000,470000,50000,10.64,261,Dublin,Leinster
3560,2022-04-25," Ballysally,Charleville,Co Cork,P56 T259 ",225000,250000,-25000,-10.0,261,Cork,Munster
3561,2022-04-25," Commercial and Residential,Dromore West,Co Sligo,F26 N2R4 ",220000,200000,20000,10.0,261,Sligo,Connaught
3563,2022-04-25," 6 St Thomas Road, South Circular Road, Dublin 8 ",350000,395000,-45000,-11.39,261,Dublin 8,Leinster
3564,2022-04-25," 34 Ballyhooly Road, Dillons Cross, Cork, Cork City, Cork ",235000,205000,30000,14.63,261,Cork,Munster
3565,2022-04-25," 18 Heathfields, Dublin Road, Portlaoise, Laois ",240000,220000,20000,9.09,261,Laois,Leinster
3566,2022-04-25," Rafwee, Headford, Galway ",170000,175000,-5000,-2.86,261,Galway,Connaught
3567,2022-04-25," 7 Knocklaun Ballyhooly Road, St Lukes, Cork City ",370000,270000,100000,37.04,261,Cork,Munster
3568,2022-04-25," 17 Greenmount Court HX, Harold's Cross - D12, Dublin 12 ",750000,840000,-90000,-10.71,261,Dublin 12,Leinster
3570,2022-04-23," Apartment 130, Millrace Road, Phoenix Park, Castleknock, Dublin 15 ",370000,350000,20000,5.71,262,Dublin 15,Leinster
3571,2022-04-23," Cleenrath , Aughnacliffe, Longford ",150000,140000,10000,7.14,263,Longford,Leinster
3572,2022-04-22," ""New Abbey Lodge"", Brannockstown, Naas, Kildare ",495000,550000,-55000,-10.0,263,Kildare,Leinster
3573,2022-04-22," New Abbey Lodge, New Abbey, Kilcullen, Kildare ",495000,550000,-55000,-10.0,263,Kildare,Leinster
3574,2022-04-22," 11 Barnwell Gate, Hansfield, Clonsilla, Dublin 15 ",520000,500000,20000,4.0,263,Dublin 15,Leinster
3575,2022-04-22," 200 Brightwater, Crosshaven, Cork ",260000,250000,10000,4.0,263,Cork,Munster
3576,2022-04-22," 28 Acre Site, Bagenalstown, Carlow ",5600000,5000000,600000,12.0,263,Carlow,Leinster
3578,2022-04-22," 55 Millbank Square, Sallins, Kildare ",169000,175000,-6000,-3.43,264,Kildare,Leinster
3579,2022-04-22," Type B, Árd Alainn, Innishannon, Cork ",620000,645000,-25000,-3.88,264,Cork,Munster
3581,2022-04-22," Convent Hill Crescent, Ballina, Mayo ",135000,160000,-25000,-15.63,264,Mayo,Connaught
3582,2022-04-21," H Type - 3 Bed Semi-Detached,Oak Church,Kildare,Co. Kildare ",365000,355000,10000,2.82,264,Kildare,Leinster
3583,2022-04-21," L Type - 3 Bed Semi-Detached,Oak Church,Kildare,Co. Kildare ",345000,330000,15000,4.55,264,Kildare,Leinster
3586,2022-04-21," 11 Clearwater Cove, Dun Laoghaire, County Dublin ",319950,329950,-10000,-3.03,264,Dublin,Leinster
3587,2022-04-21," Drumnasorna, Dunkineely, Donegal ",165000,145000,20000,13.79,264,Donegal,Ulster
3589,2022-04-21," At Circular Road, Roscommon, Roscommon ",450000,400000,50000,12.5,264,Roscommon,Connaught
3590,2022-04-21," 51 St James Court, Kilmainham, Dublin 8 ",395000,345000,50000,14.49,265,Dublin 8,Leinster
3591,2022-04-21," 5 Beechwood Avenue,Ballyjamesduff,Co.Cavan,A82 V0F6 ",199500,215000,-15500,-7.21,265,Cavan,Ulster
3592,2022-04-21," Illaune Lea,Kilshannig,Castlegregory,Co Kerry,V92 C8C9 ",260000,230000,30000,13.04,265,Kerry,Munster
3593,2022-04-21," 2 Elm Park,Ballinode,Sligo,F91C4E9 ",249000,265000,-16000,-6.04,265,Sligo,Connaught
3594,2022-04-20," Ard Na Si, Mohill, Leitrim ",215000,225000,-10000,-4.44,265,Leitrim,Connaught
3595,2022-04-20," Ballyscartin, Gorey, Wexford ",595000,649000,-54000,-8.32,265,Wexford,Leinster
3596,2022-04-20," Apartment 3 Green Trees, Cleveragh Road, Sligo City, Sligo ",175000,150000,25000,16.67,265,Sligo,Connaught
3597,2022-04-20," 69 Abbottstown Road, Finglas, Dublin 11 ",249950,269950,-20000,-7.41,265,Dublin 11,Leinster
3598,2022-04-20," Type A1 - Three Bed Semi Detached,Harbour Heights,Rochestown Road,Cork ",365000,345000,20000,5.8,265,Cork,Munster
3599,2022-04-20," Type B2 - Four Bed Semi Detached,Harbour Heights,Rochestown Road,Cork ",410000,405000,5000,1.23,265,Cork,Munster
3600,2022-04-20," Type A3 - Three Bed Mid/End Terrace,Harbour Heights,Rochestown Road,Cork ",335000,320000,15000,4.69,265,Cork,Munster
3602,2022-04-20," Unit C Southgate Cork Street, South City Centre - D8, Dublin 8 ",199950,249950,-50000,-20.0,265,Dublin 8,Leinster
3603,2022-04-20," 33 Riverview, New Ross, Wexford ",285000,275000,10000,3.64,265,Wexford,Leinster
3604,2022-04-20," Abbeywest, Bellharbour, Clare ",35000,65000,-30000,-46.15,266,Clare,Munster
3605,2022-04-20," ""Lothlorian"" Bachelors Walk, Shillelagh, Wicklow ",199000,225000,-26000,-11.56,266,Wicklow,Leinster
3607,2022-04-20," 31 Railway Avenue, Inchicore, Dublin 8 ",340000,325000,15000,4.62,266,Dublin 8,Leinster
3608,2022-04-20," Unit 6 Longford Retail Park Athlone Road, Longford, Longford ",175000,220000,-45000,-20.45,266,Longford,Leinster
3609,2022-04-20," 1 Bayswater Terrace, Breffni Road, Sandycove, Co. Dublin ",2500000,2750000,-250000,-9.09,266,Dublin,Leinster
3610,2022-04-20," Unit 7 Longford Retail Park Athlone Road, Longford, Longford ",220000,175000,45000,25.71,266,Longford,Leinster
3611,2022-04-20," 5 Devoy Rd, Inchicore, Dublin 8 ",365000,325000,40000,12.31,266,Dublin 8,Leinster
3612,2022-04-20," 6 Saint Mary's Crescent, Fermoy, Cork ",125000,95000,30000,31.58,266,Cork,Munster
3613,2022-04-20," Rear Market St.,, Listowel, Kerry ",100000,150000,-50000,-33.33,266,Kerry,Munster
3614,2022-04-20," 30 Heather Lawn, Rathfarnham, Dublin 16 ",550000,525000,25000,4.76,266,Dublin 16,Leinster
3619,2022-04-19," 50 Abbey Park, Ferrybank, Waterford ",209000,225000,-16000,-7.11,267,Waterford,Munster
3621,2022-04-19," Ballinahinch,O'Callaghan Mills,Co. Clare,V94 W8YC ",200000,160000,40000,25.0,267,Clare,Munster
3622,2022-04-19," Orchardstown, Butlerstown, Co. Waterford, Butlerstown, Waterford ",465000,485000,-20000,-4.12,267,Waterford,Munster
3625,2022-04-19," 9 Morrisons Avenue, Waterford City, Waterford ",169500,179500,-10000,-5.57,267,Waterford,Munster
3626,2022-04-19," 15 Bruach Abhainn, Mogeely, Midleton, Cork ",480000,465000,15000,3.23,267,Cork,Munster
3627,2022-04-19," Bruach Abhainn, Mogeely, Midleton, Cork ",480000,445000,35000,7.87,267,Cork,Munster
3628,2022-04-19," Duntryleague , Garryspillane, Limerick ",325000,300000,25000,8.33,267,Limerick,Munster
3630,2022-04-15," The Old Schoolhouse, Lauragh, Kenmare, Kerry ",395000,295000,100000,33.9,267,Kerry,Munster
3631,2022-04-15," 51 Cois Abhainn, Tralee, Kerry ",145000,135000,10000,7.41,267,Kerry,Munster
3632,2022-04-14," Sleepy Hollow,Thornfield,Lisnagry,Co Limerick,V94 Y7Y8 ",850000,825000,25000,3.03,267,Limerick,Munster
3633,2022-04-14," 1 Ardeevin, Ahiohill, Enniskeane,   West Cork ",550000,500000,50000,10.0,268,Cork,Munster
3634,2022-04-14," 40 Caireal Mor, Headford Road, Galway City ",180000,195000,-15000,-7.69,268,Galway,Connaught
3635,2022-04-14," ""Sli an Eala"", Durrow, Tullamore, Offaly ",270000,325000,-55000,-16.92,268,Offaly,Leinster
3637,2022-04-14," 12 Somers Way, Ballycullane, Wexford ",175000,155000,20000,12.9,268,Wexford,Leinster
3638,2022-04-14," 5 Castle Manor Court, Ferns, Co. Wexford ",200000,180000,20000,11.11,268,Wexford,Leinster
3639,2022-04-14," Ballinorig West, Tralee, Kerry ",235000,240000,-5000,-2.08,268,Kerry,Munster
3640,2022-04-14," 17 Infirmary Road , Stoneybatter, Dublin 7 ",445000,435000,10000,2.3,268,Dublin 7,Leinster
3641,2022-04-13," 37 Georges Avenue, Blackrock, Co. Dublin ",950000,850000,100000,11.76,268,Dublin,Leinster
3644,2022-04-13," 41 Bridgewater Quay, Islandbridge, Dublin 8 ",585000,495000,90000,18.18,268,Dublin 8,Leinster
3645,2022-04-13," Clooneen, Gurteen, Sligo ",210000,198000,12000,6.06,268,Sligo,Connaught
3646,2022-04-13," 93 Coill Tire , Doughiska, Galway City ",225000,215000,10000,4.65,268,Galway,Connaught
3647,2022-04-13," 6 Cois Cuaine, Bellharbour, Clare ",195000,215000,-20000,-9.3,268,Clare,Munster
3648,2022-04-13," 3 Southern Cross Avenue, Inchicore, Dublin 8 ",460000,395000,65000,16.46,268,Dublin 8,Leinster
3649,2022-04-13," J Walsh,Clogagh,Timoleague,Co Cork,P72 WA07 ",195000,215000,-20000,-9.3,268,Cork,Munster
3650,2022-04-13," College Green, Mortarstown, Carlow Town, Carlow ",265000,240000,25000,10.42,269,Carlow,Leinster
3653,2022-04-13," Apartment 3, 1 Railway Road, Clongriffin, Dublin 13 ",195000,199950,-4950,-2.48,269,Dublin 13,Leinster
3655,2022-04-13," 23 The Close, Citywest, Dublin 24, Dublin ",455000,395000,60000,15.19,269,Dublin,Leinster
3656,2022-04-13," 34 Riverwalk, Gort, Galway ",259000,275000,-16000,-5.82,269,Galway,Connaught
3657,2022-04-13," Unit C Southgate, Cork St, South City Centre, Dublin 8 ",199950,249950,-50000,-20.0,269,Dublin 8,Leinster
3658,2022-04-13," 12 Asgard Avenue, Waterford City, Waterford ",220000,230000,-10000,-4.35,269,Waterford,Munster
3659,2022-04-13," 63 Gracedieu Road, undefined, Co. Waterford ",160000,195000,-35000,-17.95,269,Waterford,Munster
3660,2022-04-13," Laheratanvally, Skibbereen, West Cork. P81DC80 ",600000,550000,50000,9.09,269,Cork,Munster
3661,2022-04-13," 7 Milltown Gate, Blessington, Wicklow ",385000,395000,-10000,-2.53,269,Wicklow,Leinster
3665,2022-04-12," Gannoughs, Claddaghduff, Galway ",40000,65000,-25000,-38.46,269,Galway,Connaught
3667,2022-04-12," Rathmanna, Thurles, Tipperary ",248000,295000,-47000,-15.93,270,Tipperary,Munster
3668,2022-04-12," Ballanagh, Avoca, Wicklow ",250000,180000,70000,38.89,270,Wicklow,Leinster
3669,2022-04-12," 31 Tory Square, Waterville, Blanchardstown, Dublin 15 ",300000,350000,-50000,-14.29,270,Dublin 15,Leinster
3670,2022-04-12," 13 Abbey Court, Abbey Farm, Celbridge, Co. Kildare ",470000,495000,-25000,-5.05,270,Kildare,Leinster
3671,2022-04-12," 179 Shingan, Milehouse Road, Enniscorthy, Co. Wexford , Enniscorthy, Wexford ",127500,130000,-2500,-1.92,270,Wexford,Leinster
3672,2022-04-12," Ranagissaun, Kilmovee, Mayo ",239000,209000,30000,14.35,270,Mayo,Connaught
3673,2022-04-11," 3 Grange Park Drive, Raheny, Dublin 5 ",480000,445000,35000,7.87,270,Dublin 5,Leinster
3674,2022-04-11," 2 Emerson Way, Prosperous, Co. Kildare ",270000,295000,-25000,-8.47,270,Kildare,Leinster
3675,2022-04-11," 764, Collins Avenue Extension , Whitehall, Dublin 9., Whitehall, Dublin 9 ",410000,428000,-18000,-4.21,270,Dublin 9,Leinster
3676,2022-04-11," 34 Ginnell Terrace, Mullingar, Westmeath ",167500,174950,-7450,-4.26,270,Westmeath,Leinster
3678,2022-04-11," 35 Ring Terrace, Inchicore, Dublin 8 ",325000,275000,50000,18.18,271,Dublin 8,Leinster
3679,2022-04-11," Bridge Street, Dunmanway,   West Cork ",125000,150000,-25000,-16.67,271,Cork,Munster
3680,2022-04-11," Mountbolus, Tullamore, Offaly ",249000,260000,-11000,-4.23,271,Offaly,Leinster
3681,2022-04-11," Ashleaf House, Great Connell, Newbridge, Kildare ",550000,545000,5000,0.92,271,Kildare,Leinster
3682,2022-04-11," Kilodiernan, Puckane, Tipperary ",199500,195000,4500,2.31,271,Tipperary,Munster
3684,2022-04-11," 15 Moyne Court, Moyne Road, Ranelagh, Dublin 6 ",570000,595000,-25000,-4.2,271,Dublin 6,Leinster
3685,2022-04-08," Laheratanvally, Aughadown, Skibbereen, West Cork, P81 VO49 ",495000,550000,-55000,-10.0,271,Cork,Munster
3686,2022-04-08," Airport Manor,Ballycasey,Shannon,Co Clare,V14 RC64 ",730000,650000,80000,12.31,271,Clare,Munster
3687,2022-04-08," Ashfield House, Trim Road, Athboy, Meath ",440000,475000,-35000,-7.37,271,Meath,Leinster
3688,2022-04-08," Knockybrin, Woodlands, Letterkenny, Donegal ",525000,495000,30000,6.06,272,Donegal,Ulster
3689,2022-04-08," Yellow Furze, Beauparc, Navan, Navan, Meath ",385000,360000,25000,6.94,272,Meath,Leinster
3690,2022-04-08," Croaghan, Virginia, Cavan ",295000,250000,45000,18.0,272,Cavan,Ulster
3691,2022-04-08," 10 Emerson Way,Prosperous,Co. Kildare,W91 E227 ",275000,299000,-24000,-8.03,272,Kildare,Leinster
3693,2022-04-08," 16 Carrick Street, Kells, Co. Meath ",125000,130000,-5000,-3.85,272,Meath,Leinster
3694,2022-04-08," 1 Columba Terrace, Kells, Co. Meath ",165000,180000,-15000,-8.33,272,Meath,Leinster
